"","geneID","order","baseMean","logFC.Conditionparaquat","logFC.Conditiontransient","logCPM","F","PValue","padj"
"ACT30082-1","ACT30082-1",2973,14.1855067205146,-0.350937469518299,-0.477060194796846,7.21453378670388,0.540789582458895,0.582291008564959,0.776852363093504
"ACT30229-1","ACT30229-1",3107,2.14985537470461,-0.661329111028313,-0.298089267878393,7.11242890910133,0.540090069913511,0.582698463934998,0.776852363093504
"ACT30344-1","ACT30344-1",3218,1.75505415739221,1.02693101120703,0.0993805920987104,6.061317376417,0.540193984952025,0.582637916985573,0.776852363093504
"ACT30566-1","ACT30566-1",3445,3.08457603197717,0.261198736323931,-0.516795211124043,6.85565582118091,0.539794999652797,0.582870423344614,0.776852363093504
"ACT29098-1","ACT29098-1",2031,10.8253121408108,0.5404196727022,-0.0896669143481514,7.17543232876891,0.538242611697914,0.583775951561324,0.777812487316563
"ACT30626-1","ACT30626-1",3505,8.65569261878571,-0.3374221690608,0.0915534083798231,8.48595450016117,0.53723960875896,0.584361764295153,0.778346154661996
"ACT28579-1","ACT28579-1",1507,2.79183769318938,-1.24911398364982,-0.126007460289154,6.28174260250402,0.53582849563892,0.585186932862163,0.779198194914088
"ACT27946-1","ACT27946-1",866,4.38540923084576,-0.669653554024795,-0.697664431619054,6.36557229285574,0.534171146441053,0.586157579602408,0.779739902219347
"ACT27977-1","ACT27977-1",900,0.987448748871338,-0.727929022855725,-0.294925278222077,6.9487511381244,0.533866466862965,0.58633619402783,0.779739902219347
"ACT29527-1","ACT29527-1",2437,6.7909447984202,0.145378050679118,0.497822136781904,7.07238772208,0.534151472774914,0.586169111388866,0.779739902219347
"ACT30821-1","ACT30821-1",3700,3.9649900926562,-1.24583301768585,-0.0954588747852425,6.2835248359699,0.533974866153553,0.586272640121987,0.779739902219347
"ACT30357-1","ACT30357-1",3227,10.0968195808449,0.0520905749751188,0.587277397911105,6.66303390766675,0.532976954854557,0.586857970308445,0.780186814324613
"ACT30045-1","ACT30045-1",2937,10.7104249263825,-0.35419157897619,-1.12236633089824,5.93272464941949,0.530826397536962,0.588121378711512,0.781619080027543
"ACT30992-1","ACT30992-1",3854,0.590117760827032,-0.528216999788932,-0.529481181512519,6.81135739285187,0.530479480626948,0.588325439920201,0.781643002246921
"ACT29767-1","ACT29767-1",2672,1.51427278345684,1.17647382342809,0.318524927619939,5.88073172950773,0.530093308056298,0.588552675116412,0.781697688322493
"ACT31216-1","ACT31216-1",4098,30.47326745836,-0.692781538621052,-0.207664957984934,7.14448918284686,0.529304246466036,0.589017254882676,0.782067474008256
"ACT27396-1","ACT27396-1",302,3.27168713737546,-0.845917757770382,-0.81664198794055,6.08149292945113,0.52832417115783,0.589594809434006,0.782586980863273
"ACT28461-1","ACT28461-1",1399,2.46110754544782,-0.434726599944525,-0.592752059301178,6.75585038499099,0.527751017678453,0.589932828944827,0.782618709345227
"ACT30613-1","ACT30613-1",3492,8.32435939980682,0.288831916904482,0.702504228808343,6.36971076877327,0.527651905679893,0.589991300284774,0.782618709345227
"ACT28266-1","ACT28266-1",1207,0.875665349256301,-1.19734016337445,-0.346129895323454,6.23886301897213,0.524789214830439,0.591682654490378,0.784380262514167
"ACT31082-1","ACT31082-1",3961,8.33659274405059,0.187237973965827,-0.271638714341944,8.08223372226186,0.524772229097151,0.591692704572101,0.784380262514167
"ACT28153-1","ACT28153-1",1083,24.8205719427291,0.0991656893431278,0.359327156053309,7.8805791243184,0.524024227178702,0.592135450047964,0.784719566451576
"ACT29747-1","ACT29747-1",2652,4.14866063840568,-0.566611006774256,-0.185151192142996,7.52947347154936,0.522576349979795,0.592993396165772,0.785608721946518
"ACT27314-1","ACT27314-1",222,1.61465938044505,-0.0318437417773709,-0.595224293004587,6.87533092237612,0.519556760063207,0.594786669501023,0.785907155370921
"ACT27490-1","ACT27490-1",393,2.48069102840032,0.826701412724961,0.119368140200445,6.41133719035464,0.518733548858286,0.595276498069571,0.785907155370921
"ACT28151-1","ACT28151-1",1081,1.79647876922775,0.253890956512045,-0.507705074582768,6.86073891969392,0.519104627326861,0.595055648394431,0.785907155370921
"ACT28157-1","ACT28157-1",1087,1.31503301457047,-0.775776165843372,0.31571559652846,6.52663278254079,0.520559729506504,0.594190425544966,0.785907155370921
"ACT28421-1","ACT28421-1",1360,2.82850718128843,0.698206304732594,0.572209886118493,6.36715152668753,0.52063735415168,0.594144304276175,0.785907155370921
"ACT28728-1","ACT28728-1",1660,1.67466842617361,-0.583924126839647,-0.381038004181092,7.05318190568746,0.51878914198091,0.595243406254913,0.785907155370921
"ACT28928-1","ACT28928-1",1859,4.76707131543634,-0.242946628962824,-0.260205525322835,8.56055510514149,0.519109774825318,0.595052585404747,0.785907155370921
"ACT29259-1","ACT29259-1",2181,2.9392573790102,-0.854251381380945,-0.0451549539279698,6.8138932199276,0.518840450996518,0.595212866188073,0.785907155370921
"ACT29306-1","ACT29306-1",2219,9.2391090108843,1.0110673264803,0.154352110185142,6.06644186630925,0.520535284102712,0.594204950707408,0.785907155370921
"ACT29769-1","ACT29769-1",2674,9.85553992732641,-0.768705660233218,-0.0880569862846728,7.00346910746348,0.520295439926818,0.594347482041878,0.785907155370921
"ACT31260-1","ACT31260-1",4152,1.95899076624494,0.244840604822225,-0.694597255481022,6.42116706280576,0.519477127194212,0.594834035174866,0.785907155370921
"ACT31156-1","ACT31156-1",4033,1.20359508677464,0.482475573346258,-0.301706645943482,6.88056567994658,0.518197352160057,0.595595763695695,0.786081622144397
"ACT28074-1","ACT28074-1",995,0.367766333376652,-0.698235143269078,-0.153388987334266,7.15293237705655,0.514251008202313,0.59795079467862,0.788941987576911
"ACT27615-1","ACT27615-1",528,0.599009291392656,0.210812414366485,-0.189674600660869,8.47140713755983,0.509862648883262,0.60058054079768,0.792162904832355
"ACT30038-1","ACT30038-1",2930,0.18029920402606,-0.978512868844913,-0.0482051311182452,6.57829218195761,0.508145196933426,0.601612878582604,0.793275487421695
"ACT28771-1","ACT28771-1",1700,0.361656224317965,-0.509932200872732,0.666959976388284,6.08972013248013,0.506999276103245,0.602302663343624,0.79393582952826
"ACT27574-1","ACT27574-1",486,9.72487061589683,-0.110261786138351,0.589904973614748,6.52611960881932,0.504179399287326,0.60400345224882,0.795928012201158
"ACT27204-1","ACT27204-1",121,2.63296826138592,-0.762324032871942,-0.370227994690335,6.7232801909396,0.501142585164007,0.605840457065465,0.796885893026142
"ACT27325-1","ACT27325-1",233,8.87678893880218,0.810859076779777,0.110423528329977,6.42004996774936,0.501096308127105,0.605868493769459,0.796885893026142
"ACT27999-1","ACT27999-1",923,2.89912687683755,0.406023724958305,-0.529807427198007,6.52107956999482,0.501983468202985,0.605331238333669,0.796885893026142
"ACT28056-1","ACT28056-1",978,10.4961691503886,0.593128614687957,-0.367337449214596,6.45156419955147,0.50160132702685,0.605562600844084,0.796885893026142
"ACT28970-1","ACT28970-1",1901,1.09726392837507,0.795372113081288,0.741662300169054,6.00405818105597,0.502262322364728,0.605162465420904,0.796885893026142
"ACT29241-1","ACT29241-1",2161,0.773311929171509,-0.187051282271638,0.168745489886255,8.82202773730281,0.501864898575495,0.605403015344879,0.796885893026142
"ACT27584-1","ACT27584-1",496,0.835693991869565,0.810556312364883,0.13232772253677,6.41587978692835,0.499479562068882,0.606848805947191,0.797397175081054
"ACT29666-1","ACT29666-1",2572,5.56811745381254,-0.435988491778215,-0.214537347047979,7.88627710556034,0.499301698994344,0.606956749830028,0.797397175081054
"EBG00001118583-1","EBG00001118583-1",3345,7.81924077343916,0.0656755593506536,0.645683715611437,6.45594670851614,0.498890667606305,0.607206275430681,0.797397175081054
"ACT31013-1","ACT31013-1",3879,1.25925846733448,-0.117064539766728,-0.477451124270459,7.3185524509491,0.499718049196858,0.606704099868833,0.797397175081054
"ACT31237-1","ACT31237-1",4123,0.597323944861282,0.224373782018236,-0.0893783263628582,9.08357491161963,0.499001065766791,0.607139245736351,0.797397175081054
"ACT28850-1","ACT28850-1",1781,0.478084742436613,0.321858807743331,-0.200004470099695,7.75661925194347,0.496278877580399,0.608794218430986,0.799232659883928
"ACT31000-1","ACT31000-1",3860,0.366408937775265,0.249503515917137,0.360724979090625,7.70580415431288,0.495586847855272,0.609215661301728,0.799536080327573
"ACT29863-1","ACT29863-1",2762,0.18315593187554,-0.633971237048177,-0.149994003562056,7.2914604343414,0.493667075445093,0.610386321683507,0.800822279010747
"ACT29678-1","ACT29678-1",2584,0.357405676182979,0.463746908388912,0.790529062443116,6.09704575350847,0.492967588929297,0.610813421355609,0.801132433067409
"ACT27380-1","ACT27380-1",286,1.12961399318543,0.538249404273046,0.113416649107016,7.29178548005032,0.492120497233959,0.61133104744783,0.801310992302132
"ACT27804-1","ACT27804-1",716,6.48048019339647,-1.19193341345698,-0.0179134363878464,6.26460413603298,0.492121662459595,0.611330335120763,0.801310992302132
"ACT28019-1","ACT28019-1",942,1.42660439118257,0.348385331221193,-0.224592973432441,7.52328477764783,0.48969378977644,0.612816347383081,0.802756930263899
"ACT30378-1","ACT30378-1",3250,6.0880477985976,0.123155202653817,0.64288786821467,6.43393744995542,0.489731643624139,0.612793150725983,0.802756930263899
"ACT29308-1","ACT29308-1",2221,0.396837007261188,-0.0672315540017076,-0.919473856601891,6.13271123875836,0.489311712488309,0.613050531688311,0.802813367712778
"ACT28366-1","ACT28366-1",1303,5.68725127002187,-0.33275717334278,-1.06992652840658,5.93172617293664,0.488634749828401,0.613465678067578,0.803106672970363
"ACT29146-1","ACT29146-1",2073,9.98581490717457,-0.552709505463914,-0.5718547207649,6.59874347028176,0.487498903345295,0.614162865974992,0.803768909645154
"ACT31111-1","ACT31111-1",3989,2.00947510508303,0.629544784270285,-0.00241002271352939,6.84094791489206,0.48715531698216,0.614373916951198,0.80379471351977
"ACT30781-1","ACT30781-1",3659,1.23480144120709,-0.256610928010626,-0.488304114788752,7.15030411961331,0.485853775564274,0.615174058290861,0.804590977235339
"ACT30850-1","ACT30850-1",3722,0.419140334911687,-0.0859224352553509,-0.388347400564186,7.77985832471758,0.48506317103072,0.615660602500424,0.804976716808055
"ACT27952-1","ACT27952-1",872,0.163041290089902,-0.56022019383197,-0.0613940813625625,7.55346317522449,0.484631652006817,0.615926325001682,0.805073581621676
"ACT27201-1","ACT27201-1",119,0.773536097043131,-0.11118630026386,-0.290633707420671,8.50527367429111,0.483935924610004,0.616354984329455,0.805121293189964
"ACT27364-1","ACT27364-1",270,0.582539191605802,0.415709435506099,-0.228409001678886,7.22356379967229,0.48404150420448,0.616289914254799,0.805121293189964
"ACT28923-1","ACT28923-1",1854,4.05146115428701,0.071599564523254,-0.624953113120581,6.66515337290299,0.48301788036912,0.61692107659569,0.805121293189964
"ACT30221-1","ACT30221-1",3099,0.878845231885729,0.362094291978748,0.138233924567848,8.25497070443461,0.48316460938222,0.61683056440329,0.805121293189964
"ACT30757-1","ACT30757-1",3635,0.655537479709284,-0.51083167020354,0.642852517226904,6.09074614751968,0.483358072328386,0.616711243917569,0.805121293189964
"ACT29002-1","ACT29002-1",1933,1.86923978685479,-0.201332744786261,0.481948111889166,6.77629650643394,0.481563975300457,0.617818659878783,0.80538069296346
"ACT29494-1","ACT29494-1",2404,3.06284133406625,-0.313075031115129,0.143656440707632,8.21150387071468,0.48088984099561,0.618235286683702,0.80538069296346
"ACT29498-1","ACT29498-1",2408,0.967959663760921,0.391420151329995,-0.399853463098918,6.80169516630216,0.482035564524924,0.61752737639877,0.80538069296346
"ACT29839-1","ACT29839-1",2739,14.6671409279644,-0.582479008300709,-0.346906117166738,7.05333172030171,0.480710213328581,0.618346347125623,0.80538069296346
"ACT30315-1","ACT30315-1",3192,4.49194434838171,0.246854944044759,0.288031009477758,8.15466986201871,0.480683636667159,0.618362780674786,0.80538069296346
"ACT30621-1","ACT30621-1",3500,2.21197224594705,0.204659493133664,-0.0934315920005227,9.19125514186278,0.480523479535463,0.618461822304242,0.80538069296346
"ACT31020-1","ACT31020-1",3887,2.09220828955858,-0.50588813928179,-0.196261541911175,7.61676390693341,0.48196088388347,0.617573494755894,0.80538069296346
"ACT29507-1","ACT29507-1",2417,2.41998345946662,-1.04591612918186,-0.527224812704474,6.16726360624666,0.479753919678799,0.618937941617705,0.805750942899281
"ACT29385-1","ACT29385-1",2299,8.49785934200377,-1.0355365922594,-0.537505021301769,6.16171096639709,0.47896540450846,0.619426168608111,0.806136720669973
"ACT29244-1","ACT29244-1",2164,2.38855418870878,-0.449689348262828,-0.0498516574911343,8.01456254444822,0.477742335951234,0.620184221250215,0.806373851275813
"ACT30025-1","ACT30025-1",2917,0.696299794756556,0.115925452047138,-0.458978440434534,7.17893687644648,0.478262044850837,0.619861994618834,0.806373851275813
"ACT30416-1","ACT30416-1",3284,0.650973797755194,-1.17744647462793,-0.0333598323272551,6.26079426031749,0.477813360133288,0.620140175405265,0.806373851275813
"ACT28854-1","ACT28854-1",1786,0.77747843449077,-0.25732301427977,-0.637063482578261,6.65689610841455,0.477339775367262,0.620433929445774,0.806448928713396
"ACT27147-1","ACT27147-1",65,0.410983107267738,0.465740645200025,-0.330463970305904,6.77518108433482,0.475504976352105,0.621573328744439,0.807215847620041
"ACT28169-1","ACT28169-1",1107,0.526284302778791,-0.497013036880751,0.640728490739803,6.08749373493637,0.475461428960651,0.621600396822384,0.807215847620041
"ACT30017-1","ACT30017-1",2909,0.356453338983771,-0.325020602658626,-0.361143310520239,7.57663176353144,0.476052982293312,0.621232801323572,0.807215847620041
"ACT29399-1","ACT29399-1",2313,3.89685176078222,-0.948670791841655,-0.0404920289268914,6.56394378866826,0.47493399902797,0.621928329004966,0.807392123037659
"ACT29828-1","ACT29828-1",2728,5.93002005178394,0.0677533977758266,-0.441813227304168,7.30895173083816,0.474443296066011,0.622233581367229,0.807538855521696
"ACT28926-1","ACT28926-1",1857,1.84022119238428,-0.179762523961447,-0.371727249574603,7.76670844908807,0.473030313769796,0.623113394607106,0.808430935992728
"ACT28788-1","ACT28788-1",1719,5.28569025203634,0.077770674413787,-0.522110331906618,6.95564816861159,0.471314207995222,0.62418362511503,0.809409661659292
"ACT30433-1","ACT30433-1",3308,1.41666198233479,-0.73530880444192,-0.0781163386481485,6.98700235598333,0.471202895624188,0.624253107302096,0.809409661659292
"ACT28082-1","ACT28082-1",1003,2.33926908715959,-0.510305499206823,0.629663268169938,6.08739189483965,0.470314051313119,0.624808209494488,0.809879447110874
"ACT27716-1","ACT27716-1",630,0.175320917731056,-0.642792768281937,-0.642297645273312,6.3606366911842,0.468171564162654,0.626148268113866,0.811366093259208
"ACT27261-1","ACT27261-1",170,0.233765915750246,0.810626415600756,-0.0693890859800516,6.25727738847383,0.466128502461466,0.627428816347606,0.81277473249346
"ACT27329-1","ACT27329-1",237,0.769524895535148,-0.285939286939602,0.486364693928716,6.59973955129185,0.465284989650036,0.627958276038229,0.813209838975524
"ACT30256-1","ACT30256-1",3134,3.26275287565392,0.392857665004174,0.245370001720817,7.73177302109067,0.462048926352129,0.62999365033904,0.815594245015195
"ACT30259-1","ACT30259-1",3137,0.967937852646144,-0.351727669498638,-0.512144181839389,6.90099263202026,0.459655002248497,0.631503591859807,0.817297162477833
"ACT31130-1","ACT31130-1",4006,0.367740076778092,0.276816604768434,-0.631644055011129,6.41623449829733,0.456934394549903,0.633223979558356,0.819271308322961
"ACT30460-1","ACT30460-1",3336,61.6248363457234,-0.0057759159870193,0.533038636878008,6.68498645792427,0.456201241308367,0.633688393264282,0.819567025747715
"ACT30725-1","ACT30725-1",3604,19.3066681617052,-0.62987744168552,0.564590261012801,6.12009146832385,0.455957730197429,0.633842719984367,0.819567025747715
"ACT28900-1","ACT28900-1",1833,1.78024091703073,0.630881763614032,0.62473263912563,6.2299712686158,0.45555496736711,0.634098055995281,0.819644902534209
"ACT31231-1","ACT31231-1",4117,4.18885857068699,0.500604373551394,-0.411883423320084,6.49031759100632,0.454663605479957,0.634663510642341,0.820123472226537
"ACT31266-1","ACT31266-1",4158,1.8105959869827,0.433400856415343,0.291882735090368,7.39324663747099,0.454035079828253,0.635062532569565,0.820386746409822
"ACT28616-1","ACT28616-1",1542,71.9991652471539,-0.57216496998022,-0.138147328947806,7.40102662967715,0.453346304857272,0.635500092119124,0.820447414564363
"ACT29722-1","ACT29722-1",2625,10.6544101506236,-0.404241410170092,-0.647003780950147,6.51522669612121,0.453616518463428,0.635328397016915,0.820447414564363
"ACT28627-1","ACT28627-1",1553,11.6396259741177,-0.120071587526763,0.11635403672919,9.85390583426151,0.452975760437385,0.635735613377528,0.820499327741627
"ACT27103-1","ACT27103-1",22,9.89439983945985,-1.57128392217936,0.0482705774725267,5.70935573068899,0.440226538797594,0.64389251860835,0.820881416607112
"ACT27232-1","ACT27232-1",145,0.304818370476986,-1.57200681248788,0.0850273075250368,5.71112551350367,0.44420608406141,0.641335246841757,0.820881416607112
"ACT27362-1","ACT27362-1",268,1.36862156657602,-1.56002458238951,0.0595299172623712,5.70789196656593,0.438210869202471,0.645191683974302,0.820881416607112
"ACT27438-1","ACT27438-1",341,0.426505992010701,-1.55828444678502,0.0996202136964213,5.70935895856209,0.442048641805428,0.642720364741679,0.820881416607112
"EBG00001118530-1","EBG00001118530-1",454,0.361236795206311,-1.54072456068211,0.111468808052629,5.70674973010028,0.438687291959122,0.644884377459763,0.820881416607112
"ECBD_R0009-1","ECBD_R0009-1",455,0.76753039470294,-1.54072456068211,0.111468808052629,5.70674973010028,0.438687291959122,0.644884377459763,0.820881416607112
"ACT27575-1","ACT27575-1",487,0.973479538452523,-0.543570349928135,-0.540421019703148,6.58848259788934,0.440660476846166,0.643613173663883,0.820881416607112
"ACT27621-1","ACT27621-1",534,1.22512640925342,0.398915699777601,-0.549796704997014,6.37111104360174,0.438071748558556,0.645281448452466,0.820881416607112
"ACT27676-1","ACT27676-1",595,1.41834536256848,-1.526008720481,0.126184648253736,5.70480327796261,0.436405015837373,0.646357842000554,0.820881416607112
"ACT27749-1","ACT27749-1",661,0.653904379873422,-1.55779634675925,0.0617581528926295,5.70757983299463,0.43787363179298,0.645409300413093,0.820881416607112
"ACT27758-1","ACT27758-1",670,0.955501959880673,0.106985932086152,0.321525446986458,7.93424336230979,0.443525011452155,0.641772185332838,0.820881416607112
"ACT27820-1","ACT27820-1",732,14.5009994245663,-1.56002458238951,0.0978800780919253,5.70959374255051,0.442317331683199,0.642547697906633,0.820881416607112
"ACT27841-1","ACT27841-1",753,9.64661486372264,0.644112897541,0.0174659405599202,6.73534997442766,0.445592212422458,0.64044690223303,0.820881416607112
"EBG00001118532-1","EBG00001118532-1",808,19.6359559738449,-0.247393353026652,0.0387930219932748,9.19580559222753,0.443447569468374,0.641821886668891,0.820881416607112
"ECBD_R0017-1","ECBD_R0017-1",894,1.39156009353918,-1.54885772709178,0.103335641642961,5.70785507393232,0.439908470478187,0.644097350132209,0.820881416607112
"EBG00001118694-1","EBG00001118694-1",895,0.834310228746915,-1.54885772709178,0.103335641642961,5.70785507393232,0.439908470478187,0.644097350132209,0.820881416607112
"ECBD_R0018-1","ECBD_R0018-1",896,0.788627973965227,-1.58460501577025,0.0762595013036059,5.71297172389183,0.44666609598658,0.63975951571665,0.820881416607112
"ACT28017-1","ACT28017-1",941,0.623516485395886,-1.55828444678502,0.103666915692251,5.70953725845812,0.442503465185571,0.642428111062255,0.820881416607112
"ACT28026-1","ACT28026-1",949,4.32973180393174,-1.53975259310756,0.112440775627184,5.70662458702961,0.438526674140515,0.644987964258441,0.820881416607112
"EBG00001118726-1","EBG00001118726-1",1017,2.16603605479901,-1.58155948239103,0.0379950172608496,5.71071329963525,0.442033914260381,0.642729830371706,0.820881416607112
"ECBD_R0029-1","ECBD_R0029-1",1096,4.48722021707147,-1.58560662956138,0.072298030920059,5.71294339513896,0.446606924601574,0.639797371756621,0.820881416607112
"ACT28364-1","ACT28364-1",1301,43.2829824094697,-1.54072456068211,0.111468808052629,5.70674973010028,0.438687291959122,0.644884377459763,0.820881416607112
"ACT28410-1","ACT28410-1",1349,4.38121782811714,-0.332068790075305,0.0170425965379457,8.57312973048996,0.451799490694968,0.636483839172037,0.820881416607112
"ACT28453-1","ACT28453-1",1391,4.38079698495744,-0.548202739402903,-0.544875165654942,6.5956112490469,0.448454213977085,0.638616588600933,0.820881416607112
"ACT28623-1","ACT28623-1",1549,4.82362380800276,-0.131542133947062,-0.0309776107835243,11.9324549050741,0.449910425454558,0.637687317814532,0.820881416607112
"ACT28805-1","ACT28805-1",1736,17.1883573071242,-1.59016978549175,0.0620235832429892,5.71329441927935,0.446786382781807,0.639682566813863,0.820881416607112
"ACT29058-1","ACT29058-1",1992,27.5893505230462,0.549386840648804,-0.359947748521081,6.47348785896111,0.451597457266468,0.63661244133111,0.820881416607112
"ACT29096-1","ACT29096-1",2029,12.4626297159245,-0.326888716295924,0.133904452772741,8.05863802733565,0.43729929032758,0.645780087055749,0.820881416607112
"ACT29131-1","ACT29131-1",2060,1.37361017659325,-1.54072456068211,0.121226801795156,5.70717945748795,0.439824506062077,0.64415143290558,0.820881416607112
"ACT29217-1","ACT29217-1",2137,3.41635994836366,-1.55779634675925,0.0617581528926295,5.70757983299463,0.43787363179298,0.645409300413093,0.820881416607112
"ACT29325-1","ACT29325-1",2238,18.6277315687793,-1.59194560633172,0.0602477624030206,5.7135297413216,0.447086598856982,0.639490555371897,0.820881416607112
"ACT29387-1","ACT29387-1",2301,18.6277315687793,0.0387776727924662,0.465938833851431,6.98039547418012,0.440490652734594,0.643722482452181,0.820881416607112
"ACT29545-1","ACT29545-1",2456,1.03897556134349,-1.57200681248788,0.0899445499893833,5.71134244786867,0.444739530509075,0.64099322489074,0.820881416607112
"ACT29582-1","ACT29582-1",2492,0.59561995529416,-1.58560662956138,0.072298030920059,5.71294339513896,0.446606924601574,0.639797371756621,0.820881416607112
"ACT29615-1","ACT29615-1",2521,0.480736166162621,-0.0871162361372267,0.799021356429458,5.97705655548799,0.450160988673857,0.637527559124841,0.820881416607112
"ACT29720-1","ACT29720-1",2623,7.69485544409754,-0.498256020729449,-0.396476961038311,6.99315411906651,0.436056198388234,0.646583339098532,0.820881416607112
"ACT29721-1","ACT29721-1",2624,6.3538172838504,-0.0770916292895012,0.650975723700157,6.27050778419397,0.451111504481091,0.636921875666589,0.820881416607112
"ACT29728-1","ACT29728-1",2632,31.1723470488872,-0.299840342630342,-0.0204441431209101,8.90072581247179,0.441702947467588,0.642942584823966,0.820881416607112
"ACT29741-1","ACT29741-1",2646,21.8478981653827,-1.58560662956138,0.0752578875124733,5.71307412633178,0.446916746272476,0.6395991821794,0.820881416607112
"ACT29743-1","ACT29743-1",2648,2.02884936155864,-1.12517772308547,-0.00640277058419894,6.24194122936935,0.436356182219759,0.646389406325777,0.820881416607112
"ACT29881-1","ACT29881-1",2778,13.4767474059167,-1.55331813909611,0.066236360555777,5.70700820409149,0.437058523174416,0.645935586250066,0.820881416607112
"ACT30199-1","ACT30199-1",3076,6.85760236181175,0.290070572093253,-0.176193923499159,7.91121458900343,0.448810392828519,0.638389170619224,0.820881416607112
"ACT30431-1","ACT30431-1",3306,3.4159071965985,-0.310138661343982,0.129893350362953,8.19971079507072,0.446662156467029,0.639762036031006,0.820881416607112
"ACT30469-1","ACT30469-1",3346,32.91637634288,-0.0942892961851025,0.280318665196306,7.99642938529186,0.436156284540279,0.646518629194155,0.820881416607112
"ACT30523-1","ACT30523-1",3402,2.14608929544303,-0.216203392707638,-0.176540502358543,9.13993097475364,0.439864734049959,0.644125520872473,0.820881416607112
"ACT30565-1","ACT30565-1",3444,9.81133027148316,-0.355319194640947,-0.220666818888902,8.07830885659115,0.448683214176973,0.638470364099633,0.820881416607112
"ACT30666-1","ACT30666-1",3546,1.4958588424719,-1.55331813909611,0.066236360555777,5.70700820409149,0.437058523174416,0.645935586250066,0.820881416607112
"ACT30968-1","ACT30968-1",3832,1.92837480870774,-1.57829241938817,0.0739009493465725,5.71174971980256,0.44471332917901,0.64101001974876,0.820881416607112
"ACT30981-1","ACT30981-1",3844,38.3967960246816,-1.567269204851,0.0946821576262655,5.71071229146846,0.443980104445106,0.641480189868279,0.820881416607112
"ECBD_R0089-1","ECBD_R0089-1",3875,39.2818095649598,-0.408149970254178,0.159655788436037,7.62279270252895,0.446424470609657,0.639914114336423,0.820881416607112
"ECBD_R0100-1","ECBD_R0100-1",4037,11.3714071013177,0.949244481986892,0.565550796038747,5.94638792706505,0.442142737294655,0.642659891348233,0.820881416607112
"ACT31184-1","ACT31184-1",4067,9.56023675786093,-1.56277200716414,0.0567824924877461,5.70822920120975,0.438751497167665,0.644842974429488,0.820881416607112
"ACT31187-1","ACT31187-1",4070,3.67674081526728,-1.54467989157819,0.117271470899073,5.70770359385505,0.440436766300965,0.643757170810684,0.820881416607112
"ACT31253-1","ACT31253-1",4139,58.9287440130501,0.137838092643654,-0.113623699835152,9.63794639820208,0.447731848943285,0.639078062987966,0.820881416607112
"ACT28025-1","ACT28025-1",948,51.2504877998568,-1.54467989157819,0.074874608073689,5.70582603713858,0.435698830721888,0.646814445172842,0.820926732377979
"ACT28905-1","ACT28905-1",1838,7.93949828151308,-0.185279734293524,-0.711195729098883,6.41357240602549,0.434631604614183,0.647505101374199,0.821555098421326
"ACT28089-1","ACT28089-1",1010,27.053519146725,-1.53483734159712,0.0847171580547635,5.70452895377109,0.434051334653677,0.647880932984187,0.821783755877587
"ACT27174-1","ACT27174-1",92,2.60511043462613,-0.264295924544612,-0.491202997195686,7.01595110572561,0.433186485817426,0.648441486702718,0.822246509398768
"ACT29443-1","ACT29443-1",2359,67.2549051349194,0.325055515307825,0.425784816318586,7.08057481448016,0.432096706495683,0.649148520303063,0.822870863701704
"EBG00001118727-1","EBG00001118727-1",2900,145.868321732381,0.220487142225718,-0.424960081571069,7.00616179704041,0.431823927538363,0.649325616084539,0.822870863701704
"ACT28066-1","ACT28066-1",987,106.936657942248,0.326578451622128,-0.448123311668711,6.70015347121038,0.430617264286294,0.650109595618852,0.823285007026628
"ACT28693-1","ACT28693-1",1616,46.1669218091943,-1.11601789643467,-0.246608170208866,6.21608989889552,0.430070853310252,0.650464914850737,0.823285007026628
"ACT28731-1","ACT28731-1",1663,13.1846908535123,0.430274892812834,0.636626654270306,6.30298537897304,0.430452574651466,0.650216669284361,0.823285007026628
"ACT29407-1","ACT29407-1",2321,2.98324982184228,0.397698513069425,0.0988320451479414,7.89513015997988,0.429512413007421,0.650828257161493,0.823285007026628
"ACT30967-1","ACT30967-1",3831,11.0946397749536,0.108742791018986,-0.578110185393904,6.65755289374875,0.429634123802333,0.650749050237136,0.823285007026628
"ACT31298-1","ACT31298-1",4190,14.4818099019626,-0.180069880686788,-0.454315231635574,7.23381462568566,0.429855027365365,0.650605315290129,0.823285007026628
"ACT27109-1","ACT27109-1",28,279.844558193989,-0.413430800553482,-0.000886476261503369,8.00691335618739,0.419434835649733,0.657420099577509,0.824783367884406
"ACT27119-1","ACT27119-1",39,30.0508914840125,-1.19167984309099,0.469184673982859,5.67290292752714,0.411745670342252,0.664158253368478,0.824783367884406
"ACT27129-1","ACT27129-1",48,115.69380820955,-1.19576197965988,0.46127214035304,5.67326115733344,0.410538537065856,0.66415824738077,0.824783367884406
"ACT27130-1","ACT27130-1",49,117.139404922617,-1.19576197965988,0.46127214035304,5.67326115733344,0.410538537065856,0.66415824738077,0.824783367884406
"ACT27138-1","ACT27138-1",58,3.98461413600992,-0.62822190393096,-0.590649541700779,6.35800818716051,0.416181606428312,0.659562292081783,0.824783367884406
"ACT27139-1","ACT27139-1",59,38.8218342033743,-1.17743962733995,0.442114872311932,5.66924033849796,0.401954897886527,0.669012634119009,0.824783367884406
"ACT27234-1","ACT27234-1",147,17.3379471794186,-1.20713895583473,0.412415543817155,5.67314169596517,0.400517631525072,0.66997486254343,0.824783367884406
